240119_14_08
 start training 
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 0) 
bl_vals = [45. 45. 45. ... 45. 45. 45.] ,means = 43.1510009765625 
Epoch 1 (batch = 36): Loss: -78.080 L: 11.737, 0min2sec 
Epoch 1 (batch = 37): Loss: -77.213 L: 11.665, 0min1sec 
Epoch 1 (batch = 38): Loss: -76.880 L: 11.631, 0min2sec 
Epoch 1 (batch = 39): Loss: -76.071 L: 11.602, 0min2sec 
Epoch 1 (batch = 40): Loss: -75.667 L: 11.574, 0min2sec 
Epoch 1 (batch = 41): Loss: -75.337 L: 11.538, 0min1sec 
Epoch 1 (batch = 42): Loss: -74.440 L: 11.486, 0min1sec 
Epoch 1 (batch = 43): Loss: -73.933 L: 11.448, 0min1sec 
Epoch 1 (batch = 44): Loss: -73.063 L: 11.393, 0min1sec 
Epoch 1 (batch = 45): Loss: -72.598 L: 11.363, 0min2sec 
Epoch 1 (batch = 46): Loss: -72.155 L: 11.332, 0min2sec 
Epoch 1 (batch = 47): Loss: -71.738 L: 11.301, 0min1sec 
Epoch 1 (batch = 48): Loss: -71.318 L: 11.264, 0min2sec 
Epoch 1 (batch = 49): Loss: -70.357 L: 11.227, 0min2sec 
Evaluating candidate model on baseline dataset (callback epoch = 1) 
Epoch 1 candidate mean 9.100500106811523, baseline mean 14.668299674987793 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 1) 
bl_vals = [4. 8. 5. ... 4. 5. 7.] ,means = 8.973099708557129 
Epoch 2 (batch = 0): Loss: -42.542 L: 9.594, 0min9sec 
Epoch 2 (batch = 1): Loss: -22.997 L: 9.711, 0min2sec 
Epoch 2 (batch = 2): Loss: -24.790 L: 9.247, 0min2sec 
Epoch 2 (batch = 3): Loss: -31.820 L: 9.283, 0min1sec 
Epoch 2 (batch = 4): Loss: -34.330 L: 9.341, 0min2sec 
Epoch 2 (batch = 5): Loss: -36.253 L: 9.385, 0min2sec 
Epoch 2 (batch = 6): Loss: -36.830 L: 9.379, 0min1sec 
Epoch 2 (batch = 7): Loss: -34.796 L: 9.309, 0min2sec 
Epoch 2 (batch = 8): Loss: -35.730 L: 9.343, 0min2sec 
Epoch 2 (batch = 9): Loss: -36.225 L: 9.357, 0min1sec 
Epoch 2 (batch = 10): Loss: -36.807 L: 9.335, 0min2sec 
Epoch 2 (batch = 11): Loss: -36.310 L: 9.253, 0min2sec 
Epoch 2 (batch = 12): Loss: -36.689 L: 9.251, 0min1sec 
Epoch 2 (batch = 13): Loss: -36.298 L: 9.200, 0min1sec 
Epoch 2 (batch = 14): Loss: -35.396 L: 9.124, 0min1sec 
Epoch 2 (batch = 15): Loss: -35.548 L: 9.169, 0min1sec 
Epoch 2 (batch = 16): Loss: -34.946 L: 9.122, 0min1sec 
Epoch 2 (batch = 17): Loss: -34.556 L: 9.082, 0min1sec 
Epoch 2 (batch = 18): Loss: -34.014 L: 9.047, 0min1sec 
Epoch 2 (batch = 19): Loss: -35.178 L: 9.069, 0min2sec 
Epoch 2 (batch = 20): Loss: -34.056 L: 9.016, 0min2sec 
Epoch 2 (batch = 21): Loss: -34.304 L: 9.016, 0min2sec 
Epoch 2 (batch = 22): Loss: -32.481 L: 8.984, 0min2sec 
Epoch 2 (batch = 23): Loss: -31.572 L: 8.961, 0min2sec 
Epoch 2 (batch = 24): Loss: -31.430 L: 8.944, 0min2sec 
Epoch 2 (batch = 25): Loss: -30.720 L: 8.928, 0min1sec 
Epoch 2 (batch = 26): Loss: -30.443 L: 8.901, 0min2sec 
Epoch 2 (batch = 27): Loss: -30.231 L: 8.895, 0min2sec 
Epoch 2 (batch = 28): Loss: -29.614 L: 8.864, 0min2sec 
Epoch 2 (batch = 29): Loss: -29.120 L: 8.843, 0min1sec 
Epoch 2 (batch = 30): Loss: -28.767 L: 8.805, 0min1sec 
Epoch 2 (batch = 31): Loss: -28.819 L: 8.792, 0min1sec 
Epoch 2 (batch = 32): Loss: -28.494 L: 8.757, 0min1sec 
Epoch 2 (batch = 33): Loss: -28.368 L: 8.740, 0min1sec 
Epoch 2 (batch = 34): Loss: -27.990 L: 8.700, 0min1sec 
Epoch 2 (batch = 35): Loss: -27.852 L: 8.674, 0min1sec 
Epoch 2 (batch = 36): Loss: -27.686 L: 8.665, 0min1sec 
Epoch 2 (batch = 37): Loss: -27.458 L: 8.635, 0min1sec 
Epoch 2 (batch = 38): Loss: -27.315 L: 8.621, 0min1sec 
Epoch 2 (batch = 39): Loss: -27.180 L: 8.604, 0min1sec 
Epoch 2 (batch = 40): Loss: -26.963 L: 8.595, 0min2sec 
Epoch 2 (batch = 41): Loss: -26.658 L: 8.584, 0min2sec 
Epoch 2 (batch = 42): Loss: -26.503 L: 8.572, 0min1sec 
Epoch 2 (batch = 43): Loss: -26.445 L: 8.572, 0min1sec 
Epoch 2 (batch = 44): Loss: -26.323 L: 8.563, 0min1sec 
Epoch 2 (batch = 45): Loss: -26.092 L: 8.541, 0min1sec 
Epoch 2 (batch = 46): Loss: -25.849 L: 8.511, 0min1sec 
Epoch 2 (batch = 47): Loss: -25.776 L: 8.503, 0min1sec 
Epoch 2 (batch = 48): Loss: -25.615 L: 8.496, 0min2sec 
Epoch 2 (batch = 49): Loss: -25.544 L: 8.483, 0min1sec 
Evaluating candidate model on baseline dataset (callback epoch = 2) 
Epoch 2 candidate mean 8.217300415039062, baseline mean 8.973099708557129 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 2) 
bl_vals = [ 6.  2.  8. ...  9.  2. 45.] ,means = 7.908400058746338 
Epoch 3 (batch = 0): Loss: -26.404 L: 8.680, 0min9sec 
Epoch 3 (batch = 1): Loss: -16.768 L: 8.238, 0min2sec 
Epoch 3 (batch = 2): Loss: -15.835 L: 8.232, 0min2sec 
Epoch 3 (batch = 3): Loss: -15.845 L: 8.014, 0min1sec 
Epoch 3 (batch = 4): Loss: -16.280 L: 7.959, 0min1sec 
Epoch 3 (batch = 5): Loss: -15.240 L: 7.858, 0min1sec 
Epoch 3 (batch = 6): Loss: -15.386 L: 7.834, 0min1sec 
Epoch 3 (batch = 7): Loss: -14.855 L: 7.757, 0min2sec 
Epoch 3 (batch = 8): Loss: -15.056 L: 7.714, 0min1sec 
Epoch 3 (batch = 9): Loss: -14.846 L: 7.658, 0min1sec 
Epoch 3 (batch = 10): Loss: -14.592 L: 7.641, 0min1sec 
Epoch 3 (batch = 11): Loss: -14.651 L: 7.627, 0min1sec 
Epoch 3 (batch = 12): Loss: -14.277 L: 7.570, 0min1sec 
Epoch 3 (batch = 13): Loss: -14.613 L: 7.584, 0min1sec 
Epoch 3 (batch = 14): Loss: -14.211 L: 7.539, 0min1sec 
Epoch 3 (batch = 15): Loss: -13.840 L: 7.492, 0min1sec 
Epoch 3 (batch = 16): Loss: -13.652 L: 7.474, 0min1sec 
Epoch 3 (batch = 17): Loss: -13.565 L: 7.439, 0min1sec 
Epoch 3 (batch = 18): Loss: -13.723 L: 7.434, 0min1sec 
Epoch 3 (batch = 19): Loss: -13.717 L: 7.421, 0min1sec 
Epoch 3 (batch = 20): Loss: -13.440 L: 7.376, 0min1sec 
Epoch 3 (batch = 21): Loss: -13.332 L: 7.361, 0min1sec 
Epoch 3 (batch = 22): Loss: -13.250 L: 7.351, 0min1sec 
Epoch 3 (batch = 23): Loss: -13.048 L: 7.327, 0min1sec 
Epoch 3 (batch = 24): Loss: -12.987 L: 7.320, 0min1sec 
Epoch 3 (batch = 25): Loss: -12.715 L: 7.289, 0min1sec 
Epoch 3 (batch = 26): Loss: -12.644 L: 7.278, 0min1sec 
Epoch 3 (batch = 27): Loss: -12.581 L: 7.268, 0min1sec 
Epoch 3 (batch = 28): Loss: -12.406 L: 7.243, 0min1sec 
Epoch 3 (batch = 29): Loss: -12.334 L: 7.245, 0min1sec 
Epoch 3 (batch = 30): Loss: -12.200 L: 7.228, 0min1sec 
Epoch 3 (batch = 31): Loss: -12.035 L: 7.202, 0min1sec 
Epoch 3 (batch = 32): Loss: -11.825 L: 7.174, 0min1sec 
Epoch 3 (batch = 33): Loss: -11.637 L: 7.143, 0min1sec 
Epoch 3 (batch = 34): Loss: -11.522 L: 7.131, 0min1sec 
Epoch 3 (batch = 35): Loss: -11.464 L: 7.128, 0min1sec 
Epoch 3 (batch = 36): Loss: -11.311 L: 7.115, 0min2sec 
Epoch 3 (batch = 37): Loss: -10.952 L: 7.120, 0min2sec 
Epoch 3 (batch = 38): Loss: -10.383 L: 7.101, 0min1sec 
Epoch 3 (batch = 39): Loss: -10.296 L: 7.090, 0min1sec 
Epoch 3 (batch = 40): Loss: -10.185 L: 7.065, 0min1sec 
Epoch 3 (batch = 41): Loss: -10.093 L: 7.054, 0min1sec 
Epoch 3 (batch = 42): Loss: -10.037 L: 7.045, 0min1sec 
Epoch 3 (batch = 43): Loss: -10.007 L: 7.037, 0min1sec 
Epoch 3 (batch = 44): Loss: -9.976 L: 7.039, 0min1sec 
Epoch 3 (batch = 45): Loss: -9.894 L: 7.018, 0min1sec 
Epoch 3 (batch = 46): Loss: -9.658 L: 7.005, 0min1sec 
Epoch 3 (batch = 47): Loss: -9.639 L: 7.002, 0min1sec 
Epoch 3 (batch = 48): Loss: -9.300 L: 6.986, 0min1sec 
Epoch 3 (batch = 49): Loss: -9.253 L: 6.983, 0min1sec 
Evaluating candidate model on baseline dataset (callback epoch = 3) 
Epoch 3 candidate mean 5.833199977874756, baseline mean 7.908400058746338 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 3) 
bl_vals = [3. 5. 7. ... 6. 4. 6.] ,means = 5.792600154876709 
Epoch 4 (batch = 0): Loss: -7.027 L: 6.469, 0min9sec 
Epoch 4 (batch = 1): Loss: -6.463 L: 6.230, 0min0sec 
Epoch 4 (batch = 2): Loss: -6.421 L: 6.245, 0min0sec 
Epoch 4 (batch = 3): Loss: -6.254 L: 6.268, 0min1sec 
Epoch 4 (batch = 4): Loss: -5.873 L: 6.266, 0min1sec 
Epoch 4 (batch = 5): Loss: -5.830 L: 6.273, 0min1sec 
Epoch 4 (batch = 6): Loss: -6.019 L: 6.331, 0min1sec 
Epoch 4 (batch = 7): Loss: -6.010 L: 6.329, 0min1sec 
Epoch 4 (batch = 8): Loss: -5.787 L: 6.311, 0min1sec 
Epoch 4 (batch = 9): Loss: -5.565 L: 6.311, 0min1sec 
Epoch 4 (batch = 10): Loss: -5.534 L: 6.304, 0min1sec 
Epoch 4 (batch = 11): Loss: -5.475 L: 6.303, 0min1sec 
Epoch 4 (batch = 12): Loss: -5.536 L: 6.320, 0min1sec 
Epoch 4 (batch = 13): Loss: -5.547 L: 6.305, 0min1sec 
Epoch 4 (batch = 14): Loss: -5.397 L: 6.289, 0min1sec 
Epoch 4 (batch = 15): Loss: -5.371 L: 6.276, 0min1sec 
Epoch 4 (batch = 16): Loss: -5.286 L: 6.267, 0min1sec 
Epoch 4 (batch = 17): Loss: -5.301 L: 6.273, 0min1sec 
Epoch 4 (batch = 18): Loss: -5.241 L: 6.258, 0min0sec 
Epoch 4 (batch = 19): Loss: -5.115 L: 6.242, 0min1sec 
Epoch 4 (batch = 20): Loss: -5.033 L: 6.230, 0min0sec 
Epoch 4 (batch = 21): Loss: -5.023 L: 6.235, 0min1sec 
Epoch 4 (batch = 22): Loss: -4.948 L: 6.221, 0min0sec 
Epoch 4 (batch = 23): Loss: -4.910 L: 6.242, 0min0sec 
Epoch 4 (batch = 24): Loss: -4.808 L: 6.217, 0min0sec 
Epoch 4 (batch = 25): Loss: -4.832 L: 6.218, 0min0sec 
Epoch 4 (batch = 26): Loss: -4.791 L: 6.218, 0min0sec 
Epoch 4 (batch = 27): Loss: -4.763 L: 6.222, 0min0sec 
Epoch 4 (batch = 28): Loss: -4.704 L: 6.216, 0min0sec 
Epoch 4 (batch = 29): Loss: -4.614 L: 6.197, 0min0sec 
Epoch 4 (batch = 30): Loss: -4.556 L: 6.180, 0min0sec 
Epoch 4 (batch = 31): Loss: -4.518 L: 6.181, 0min0sec 
Epoch 4 (batch = 32): Loss: -4.457 L: 6.165, 0min0sec 
Epoch 4 (batch = 33): Loss: -4.410 L: 6.149, 0min0sec 
Epoch 4 (batch = 34): Loss: -4.374 L: 6.138, 0min0sec 
Epoch 4 (batch = 35): Loss: -4.295 L: 6.136, 0min0sec 
Epoch 4 (batch = 36): Loss: -4.219 L: 6.129, 0min0sec 
Epoch 4 (batch = 37): Loss: -4.219 L: 6.125, 0min0sec 
Epoch 4 (batch = 38): Loss: -4.167 L: 6.117, 0min0sec 
Epoch 4 (batch = 39): Loss: -4.127 L: 6.112, 0min0sec 
Epoch 4 (batch = 40): Loss: -4.093 L: 6.113, 0min0sec 
Epoch 4 (batch = 41): Loss: -4.024 L: 6.095, 0min0sec 
Epoch 4 (batch = 42): Loss: -3.969 L: 6.083, 0min0sec 
Epoch 4 (batch = 43): Loss: -3.917 L: 6.074, 0min0sec 
Epoch 4 (batch = 44): Loss: -3.886 L: 6.072, 0min0sec 
Epoch 4 (batch = 45): Loss: -3.837 L: 6.063, 0min0sec 
Epoch 4 (batch = 46): Loss: -3.793 L: 6.054, 0min0sec 
Epoch 4 (batch = 47): Loss: -3.776 L: 6.051, 0min0sec 
Epoch 4 (batch = 48): Loss: -3.752 L: 6.042, 0min1sec 
Epoch 4 (batch = 49): Loss: -3.728 L: 6.040, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 4) 
Epoch 4 candidate mean 5.337500095367432, baseline mean 5.792600154876709 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 4) 
bl_vals = [6. 5. 4. ... 2. 7. 5.] ,means = 5.359099864959717 
Epoch 5 (batch = 0): Loss: -1.578 L: 5.742, 0min5sec 
Epoch 5 (batch = 1): Loss: -1.643 L: 5.629, 0min0sec 
Epoch 5 (batch = 2): Loss: -1.891 L: 5.771, 0min0sec 
Epoch 5 (batch = 3): Loss: -1.584 L: 5.713, 0min0sec 
Epoch 5 (batch = 4): Loss: -1.480 L: 5.691, 0min0sec 
Epoch 5 (batch = 5): Loss: -1.494 L: 5.686, 0min1sec 
Epoch 5 (batch = 6): Loss: -1.493 L: 5.690, 0min0sec 
Epoch 5 (batch = 7): Loss: -1.489 L: 5.649, 0min0sec 
Epoch 5 (batch = 8): Loss: -1.472 L: 5.644, 0min0sec 
Epoch 5 (batch = 9): Loss: -1.432 L: 5.637, 0min1sec 
Epoch 5 (batch = 10): Loss: -1.427 L: 5.678, 0min1sec 
Epoch 5 (batch = 11): Loss: -1.407 L: 5.666, 0min1sec 
Epoch 5 (batch = 12): Loss: -1.418 L: 5.633, 0min1sec 
Epoch 5 (batch = 13): Loss: -1.390 L: 5.628, 0min0sec 
Epoch 5 (batch = 14): Loss: -1.390 L: 5.630, 0min0sec 
Epoch 5 (batch = 15): Loss: -1.333 L: 5.626, 0min0sec 
Epoch 5 (batch = 16): Loss: -1.330 L: 5.617, 0min0sec 
Epoch 5 (batch = 17): Loss: -1.323 L: 5.592, 0min0sec 
Epoch 5 (batch = 18): Loss: -1.309 L: 5.583, 0min0sec 
Epoch 5 (batch = 19): Loss: -1.265 L: 5.573, 0min1sec 
Epoch 5 (batch = 20): Loss: -1.267 L: 5.565, 0min0sec 
Epoch 5 (batch = 21): Loss: -1.285 L: 5.569, 0min0sec 
Epoch 5 (batch = 22): Loss: -1.280 L: 5.576, 0min0sec 
Epoch 5 (batch = 23): Loss: -1.252 L: 5.565, 0min0sec 
Epoch 5 (batch = 24): Loss: -1.239 L: 5.567, 0min0sec 
Epoch 5 (batch = 25): Loss: -1.208 L: 5.560, 0min0sec 
Epoch 5 (batch = 26): Loss: -1.198 L: 5.565, 0min0sec 
Epoch 5 (batch = 27): Loss: -1.191 L: 5.571, 0min0sec 
Epoch 5 (batch = 28): Loss: -1.202 L: 5.566, 0min0sec 
Epoch 5 (batch = 29): Loss: -1.181 L: 5.574, 0min0sec 
Epoch 5 (batch = 30): Loss: -1.156 L: 5.570, 0min0sec 
Epoch 5 (batch = 31): Loss: -1.137 L: 5.578, 0min0sec 
Epoch 5 (batch = 32): Loss: -1.154 L: 5.579, 0min0sec 
Epoch 5 (batch = 33): Loss: -1.144 L: 5.573, 0min0sec 
Epoch 5 (batch = 34): Loss: -1.133 L: 5.568, 0min0sec 
Epoch 5 (batch = 35): Loss: -1.115 L: 5.566, 0min0sec 
Epoch 5 (batch = 36): Loss: -1.102 L: 5.560, 0min0sec 
Epoch 5 (batch = 37): Loss: -1.088 L: 5.557, 0min0sec 
Epoch 5 (batch = 38): Loss: -1.068 L: 5.554, 0min0sec 
Epoch 5 (batch = 39): Loss: -1.057 L: 5.549, 0min0sec 
Epoch 5 (batch = 40): Loss: -1.055 L: 5.557, 0min0sec 
Epoch 5 (batch = 41): Loss: -1.043 L: 5.555, 0min0sec 
Epoch 5 (batch = 42): Loss: -1.026 L: 5.550, 0min0sec 
Epoch 5 (batch = 43): Loss: -1.018 L: 5.547, 0min0sec 
Epoch 5 (batch = 44): Loss: -1.000 L: 5.544, 0min0sec 
Epoch 5 (batch = 45): Loss: -0.987 L: 5.541, 0min0sec 
Epoch 5 (batch = 46): Loss: -0.978 L: 5.533, 0min0sec 
Epoch 5 (batch = 47): Loss: -0.963 L: 5.526, 0min0sec 
Epoch 5 (batch = 48): Loss: -0.945 L: 5.510, 0min0sec 
Epoch 5 (batch = 49): Loss: -0.946 L: 5.509, 0min1sec 
Evaluating candidate model on baseline dataset (callback epoch = 5) 
Epoch 5 candidate mean 5.379799842834473, baseline mean 5.359099864959717 
Epoch 6 (batch = 0): Loss: -1.097 L: 5.562, 0min3sec 
Epoch 6 (batch = 1): Loss: -0.787 L: 5.387, 0min0sec 
Epoch 6 (batch = 2): Loss: -0.590 L: 5.341, 0min0sec 
Epoch 6 (batch = 3): Loss: -0.528 L: 5.311, 0min0sec 
Epoch 6 (batch = 4): Loss: -0.590 L: 5.359, 0min0sec 
Epoch 6 (batch = 5): Loss: -0.569 L: 5.396, 0min0sec 
Epoch 6 (batch = 6): Loss: -0.530 L: 5.377, 0min0sec 
Epoch 6 (batch = 7): Loss: -0.512 L: 5.390, 0min0sec 
Epoch 6 (batch = 8): Loss: -0.483 L: 5.425, 0min0sec 
Epoch 6 (batch = 9): Loss: -0.483 L: 5.435, 0min0sec 
Epoch 6 (batch = 10): Loss: -0.440 L: 5.366, 0min0sec 
Epoch 6 (batch = 11): Loss: -0.418 L: 5.342, 0min0sec 
Epoch 6 (batch = 12): Loss: -0.385 L: 5.317, 0min0sec 
Epoch 6 (batch = 13): Loss: -0.375 L: 5.323, 0min0sec 
Epoch 6 (batch = 14): Loss: -0.412 L: 5.304, 0min0sec 
Epoch 6 (batch = 15): Loss: -0.400 L: 5.314, 0min0sec 
Epoch 6 (batch = 16): Loss: -0.402 L: 5.316, 0min0sec 
Epoch 6 (batch = 17): Loss: -0.403 L: 5.294, 0min1sec 
Epoch 6 (batch = 18): Loss: -0.352 L: 5.304, 0min1sec 
Epoch 6 (batch = 19): Loss: -0.341 L: 5.313, 0min1sec 
Epoch 6 (batch = 20): Loss: -0.345 L: 5.314, 0min1sec 
Epoch 6 (batch = 21): Loss: -0.352 L: 5.303, 0min1sec 
Epoch 6 (batch = 22): Loss: -0.354 L: 5.308, 0min1sec 
Epoch 6 (batch = 23): Loss: -0.348 L: 5.325, 0min1sec 
Epoch 6 (batch = 24): Loss: -0.373 L: 5.336, 0min0sec 
Epoch 6 (batch = 25): Loss: -0.385 L: 5.343, 0min1sec 
Epoch 6 (batch = 26): Loss: -0.399 L: 5.350, 0min1sec 
Epoch 6 (batch = 27): Loss: -0.400 L: 5.344, 0min0sec 
Epoch 6 (batch = 28): Loss: -0.403 L: 5.335, 0min1sec 
Epoch 6 (batch = 29): Loss: -0.409 L: 5.328, 0min0sec 
Epoch 6 (batch = 30): Loss: -0.426 L: 5.339, 0min1sec 
Epoch 6 (batch = 31): Loss: -0.429 L: 5.341, 0min0sec 
Epoch 6 (batch = 32): Loss: -0.435 L: 5.339, 0min0sec 
Epoch 6 (batch = 33): Loss: -0.438 L: 5.346, 0min0sec 
Epoch 6 (batch = 34): Loss: -0.440 L: 5.343, 0min1sec 
Epoch 6 (batch = 35): Loss: -0.441 L: 5.342, 0min1sec 
Epoch 6 (batch = 36): Loss: -0.439 L: 5.350, 0min1sec 
Epoch 6 (batch = 37): Loss: -0.443 L: 5.355, 0min1sec 
Epoch 6 (batch = 38): Loss: -0.434 L: 5.356, 0min0sec 
Epoch 6 (batch = 39): Loss: -0.428 L: 5.353, 0min0sec 
Epoch 6 (batch = 40): Loss: -0.417 L: 5.357, 0min1sec 
