240119_13_12
 start training 
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 0) 
bl_vals = [45. 45. 45. ... 45. 45. 45.] ,means = 44.727500915527344 
Epoch 1 (batch = 46): Loss: -120.951 L: 13.273, 0min2sec 
Epoch 1 (batch = 47): Loss: -120.344 L: 13.238, 0min2sec 
Epoch 1 (batch = 48): Loss: -118.894 L: 13.212, 0min2sec 
Epoch 1 (batch = 49): Loss: -118.771 L: 13.184, 0min2sec 
Evaluating candidate model on baseline dataset (callback epoch = 1) 
Epoch 1 candidate mean 13.865699768066406, baseline mean 13.839400291442871 
Epoch 2 (batch = 0): Loss: -88.167 L: 11.516, 0min5sec 
Epoch 2 (batch = 1): Loss: -83.863 L: 11.531, 0min2sec 
Epoch 2 (batch = 2): Loss: -86.362 L: 11.469, 0min2sec 
Epoch 2 (batch = 3): Loss: -79.507 L: 11.342, 0min2sec 
Epoch 2 (batch = 4): Loss: -76.526 L: 11.209, 0min1sec 
Epoch 2 (batch = 5): Loss: -72.962 L: 11.092, 0min1sec 
Epoch 2 (batch = 6): Loss: -71.149 L: 11.107, 0min2sec 
Epoch 2 (batch = 7): Loss: -70.248 L: 11.131, 0min2sec 
Epoch 2 (batch = 8): Loss: -72.800 L: 11.108, 0min2sec 
Epoch 2 (batch = 9): Loss: -70.614 L: 11.077, 0min2sec 
Epoch 2 (batch = 10): Loss: -69.559 L: 11.043, 0min1sec 
Epoch 2 (batch = 11): Loss: -67.813 L: 10.972, 0min1sec 
Epoch 2 (batch = 12): Loss: -67.885 L: 10.986, 0min1sec 
Epoch 2 (batch = 13): Loss: -67.945 L: 10.940, 0min2sec 
Epoch 2 (batch = 14): Loss: -66.518 L: 10.902, 0min1sec 
Epoch 2 (batch = 15): Loss: -65.809 L: 10.858, 0min2sec 
Epoch 2 (batch = 16): Loss: -64.272 L: 10.831, 0min2sec 
Epoch 2 (batch = 17): Loss: -63.998 L: 10.809, 0min1sec 
Epoch 2 (batch = 18): Loss: -63.023 L: 10.745, 0min2sec 
Epoch 2 (batch = 19): Loss: -62.398 L: 10.681, 0min2sec 
Epoch 2 (batch = 20): Loss: -60.768 L: 10.619, 0min1sec 
Epoch 2 (batch = 21): Loss: -60.654 L: 10.597, 0min1sec 
Epoch 2 (batch = 22): Loss: -58.997 L: 10.560, 0min2sec 
Epoch 2 (batch = 23): Loss: -59.711 L: 10.543, 0min1sec 
Epoch 2 (batch = 24): Loss: -58.802 L: 10.478, 0min1sec 
Epoch 2 (batch = 25): Loss: -58.193 L: 10.455, 0min1sec 
Epoch 2 (batch = 26): Loss: -57.822 L: 10.417, 0min1sec 
Epoch 2 (batch = 27): Loss: -57.690 L: 10.384, 0min1sec 
Epoch 2 (batch = 28): Loss: -57.183 L: 10.348, 0min1sec 
Epoch 2 (batch = 29): Loss: -56.630 L: 10.337, 0min1sec 
Epoch 2 (batch = 30): Loss: -56.137 L: 10.294, 0min1sec 
Epoch 2 (batch = 31): Loss: -55.343 L: 10.252, 0min1sec 
Epoch 2 (batch = 32): Loss: -54.862 L: 10.219, 0min1sec 
Epoch 2 (batch = 33): Loss: -54.340 L: 10.212, 0min1sec 
Epoch 2 (batch = 34): Loss: -53.837 L: 10.196, 0min1sec 
Epoch 2 (batch = 35): Loss: -53.350 L: 10.166, 0min1sec 
Epoch 2 (batch = 36): Loss: -52.837 L: 10.123, 0min1sec 
Epoch 2 (batch = 37): Loss: -52.500 L: 10.111, 0min1sec 
Epoch 2 (batch = 38): Loss: -51.145 L: 10.074, 0min1sec 
Epoch 2 (batch = 39): Loss: -50.800 L: 10.035, 0min1sec 
Epoch 2 (batch = 40): Loss: -49.437 L: 10.021, 0min2sec 
Epoch 2 (batch = 41): Loss: -49.005 L: 9.993, 0min1sec 
Epoch 2 (batch = 42): Loss: -48.288 L: 9.946, 0min1sec 
Epoch 2 (batch = 43): Loss: -48.311 L: 9.937, 0min1sec 
Epoch 2 (batch = 44): Loss: -47.748 L: 9.916, 0min1sec 
Epoch 2 (batch = 45): Loss: -47.602 L: 9.903, 0min1sec 
Epoch 2 (batch = 46): Loss: -46.654 L: 9.868, 0min1sec 
Epoch 2 (batch = 47): Loss: -46.181 L: 9.830, 0min2sec 
Epoch 2 (batch = 48): Loss: -45.757 L: 9.800, 0min2sec 
Epoch 2 (batch = 49): Loss: -45.055 L: 9.758, 0min1sec 
Evaluating candidate model on baseline dataset (callback epoch = 2) 
Epoch 2 candidate mean 8.730999946594238, baseline mean 13.839400291442871 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 2) 
bl_vals = [5. 4. 4. ... 6. 7. 8.] ,means = 8.415800094604492 
Epoch 3 (batch = 0): Loss: -33.840 L: 9.031, 0min7sec 
Epoch 3 (batch = 1): Loss: -28.003 L: 8.457, 0min1sec 
Epoch 3 (batch = 2): Loss: -36.312 L: 8.641, 0min2sec 
Epoch 3 (batch = 3): Loss: -34.774 L: 8.604, 0min2sec 
Epoch 3 (batch = 4): Loss: -32.867 L: 8.628, 0min2sec 
Epoch 3 (batch = 5): Loss: -30.301 L: 8.562, 0min1sec 
Epoch 3 (batch = 6): Loss: -28.923 L: 8.459, 0min1sec 
Epoch 3 (batch = 7): Loss: -28.694 L: 8.461, 0min1sec 
Epoch 3 (batch = 8): Loss: -28.234 L: 8.400, 0min1sec 
Epoch 3 (batch = 9): Loss: -27.876 L: 8.316, 0min1sec 
Epoch 3 (batch = 10): Loss: -28.802 L: 8.315, 0min1sec 
Epoch 3 (batch = 11): Loss: -29.490 L: 8.326, 0min1sec 
Epoch 3 (batch = 12): Loss: -29.034 L: 8.319, 0min1sec 
Epoch 3 (batch = 13): Loss: -28.345 L: 8.277, 0min1sec 
Epoch 3 (batch = 14): Loss: -27.581 L: 8.212, 0min1sec 
Epoch 3 (batch = 15): Loss: -27.406 L: 8.217, 0min1sec 
Epoch 3 (batch = 16): Loss: -26.742 L: 8.191, 0min1sec 
Epoch 3 (batch = 17): Loss: -26.051 L: 8.151, 0min1sec 
Epoch 3 (batch = 18): Loss: -25.952 L: 8.140, 0min1sec 
Epoch 3 (batch = 19): Loss: -25.806 L: 8.149, 0min1sec 
Epoch 3 (batch = 20): Loss: -25.246 L: 8.109, 0min1sec 
Epoch 3 (batch = 21): Loss: -24.711 L: 8.068, 0min1sec 
Epoch 3 (batch = 22): Loss: -24.365 L: 8.032, 0min1sec 
Epoch 3 (batch = 23): Loss: -24.355 L: 8.038, 0min2sec 
Epoch 3 (batch = 24): Loss: -23.695 L: 8.001, 0min1sec 
Epoch 3 (batch = 25): Loss: -23.300 L: 7.971, 0min0sec 
Epoch 3 (batch = 26): Loss: -23.194 L: 7.973, 0min1sec 
Epoch 3 (batch = 27): Loss: -22.887 L: 7.960, 0min1sec 
Epoch 3 (batch = 28): Loss: -22.969 L: 7.969, 0min1sec 
Epoch 3 (batch = 29): Loss: -22.505 L: 7.963, 0min2sec 
Epoch 3 (batch = 30): Loss: -22.499 L: 7.968, 0min1sec 
Epoch 3 (batch = 31): Loss: -22.358 L: 7.950, 0min1sec 
Epoch 3 (batch = 32): Loss: -22.251 L: 7.948, 0min1sec 
Epoch 3 (batch = 33): Loss: -22.247 L: 7.950, 0min2sec 
Epoch 3 (batch = 34): Loss: -21.928 L: 7.912, 0min1sec 
Epoch 3 (batch = 35): Loss: -21.796 L: 7.898, 0min1sec 
Epoch 3 (batch = 36): Loss: -21.548 L: 7.877, 0min0sec 
Epoch 3 (batch = 37): Loss: -21.211 L: 7.841, 0min0sec 
Epoch 3 (batch = 38): Loss: -20.965 L: 7.830, 0min1sec 
Epoch 3 (batch = 39): Loss: -20.611 L: 7.809, 0min1sec 
Epoch 3 (batch = 40): Loss: -20.401 L: 7.794, 0min1sec 
Epoch 3 (batch = 41): Loss: -20.333 L: 7.796, 0min1sec 
Epoch 3 (batch = 42): Loss: -20.138 L: 7.768, 0min1sec 
Epoch 3 (batch = 43): Loss: -19.890 L: 7.747, 0min0sec 
Epoch 3 (batch = 44): Loss: -19.694 L: 7.728, 0min1sec 
Epoch 3 (batch = 45): Loss: -19.448 L: 7.712, 0min1sec 
Epoch 3 (batch = 46): Loss: -19.341 L: 7.701, 0min0sec 
Epoch 3 (batch = 47): Loss: -19.186 L: 7.687, 0min1sec 
Epoch 3 (batch = 48): Loss: -19.041 L: 7.671, 0min1sec 
Epoch 3 (batch = 49): Loss: -18.951 L: 7.653, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 3) 
Epoch 3 candidate mean 5.92519998550415, baseline mean 8.415800094604492 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 3) 
bl_vals = [10.  6.  9. ...  6.  8.  5.] ,means = 5.778200149536133 
Epoch 4 (batch = 0): Loss: -8.731 L: 6.500, 0min7sec 
Epoch 4 (batch = 1): Loss: -7.417 L: 6.453, 0min0sec 
Epoch 4 (batch = 2): Loss: -7.634 L: 6.505, 0min0sec 
Epoch 4 (batch = 3): Loss: -7.884 L: 6.635, 0min0sec 
Epoch 4 (batch = 4): Loss: -7.834 L: 6.553, 0min0sec 
Epoch 4 (batch = 5): Loss: -8.122 L: 6.650, 0min1sec 
Epoch 4 (batch = 6): Loss: -7.676 L: 6.650, 0min1sec 
Epoch 4 (batch = 7): Loss: -7.906 L: 6.675, 0min1sec 
Epoch 4 (batch = 8): Loss: -7.711 L: 6.668, 0min1sec 
Epoch 4 (batch = 9): Loss: -7.670 L: 6.630, 0min1sec 
Epoch 4 (batch = 10): Loss: -7.587 L: 6.619, 0min1sec 
Epoch 4 (batch = 11): Loss: -7.617 L: 6.645, 0min1sec 
Epoch 4 (batch = 12): Loss: -7.724 L: 6.650, 0min1sec 
Epoch 4 (batch = 13): Loss: -7.715 L: 6.653, 0min2sec 
Epoch 4 (batch = 14): Loss: -7.646 L: 6.658, 0min2sec 
Epoch 4 (batch = 15): Loss: -7.637 L: 6.690, 0min2sec 
Epoch 4 (batch = 16): Loss: -7.202 L: 6.674, 0min1sec 
Epoch 4 (batch = 17): Loss: -7.279 L: 6.687, 0min1sec 
Epoch 4 (batch = 18): Loss: -7.263 L: 6.676, 0min1sec 
Epoch 4 (batch = 19): Loss: -7.202 L: 6.643, 0min0sec 
Epoch 4 (batch = 20): Loss: -7.047 L: 6.610, 0min1sec 
Epoch 4 (batch = 21): Loss: -7.026 L: 6.618, 0min0sec 
Epoch 4 (batch = 22): Loss: -7.039 L: 6.622, 0min0sec 
Epoch 4 (batch = 23): Loss: -7.033 L: 6.611, 0min1sec 
Epoch 4 (batch = 24): Loss: -6.967 L: 6.594, 0min0sec 
Epoch 4 (batch = 25): Loss: -6.922 L: 6.584, 0min0sec 
Epoch 4 (batch = 26): Loss: -6.935 L: 6.588, 0min0sec 
Epoch 4 (batch = 27): Loss: -6.866 L: 6.566, 0min0sec 
Epoch 4 (batch = 28): Loss: -6.854 L: 6.560, 0min0sec 
Epoch 4 (batch = 29): Loss: -6.783 L: 6.555, 0min1sec 
Epoch 4 (batch = 30): Loss: -6.739 L: 6.531, 0min0sec 
Epoch 4 (batch = 31): Loss: -6.687 L: 6.512, 0min1sec 
Epoch 4 (batch = 32): Loss: -6.664 L: 6.503, 0min0sec 
Epoch 4 (batch = 33): Loss: -6.570 L: 6.495, 0min0sec 
Epoch 4 (batch = 34): Loss: -6.559 L: 6.494, 0min0sec 
Epoch 4 (batch = 35): Loss: -6.532 L: 6.498, 0min0sec 
Epoch 4 (batch = 36): Loss: -6.462 L: 6.483, 0min0sec 
Epoch 4 (batch = 37): Loss: -6.450 L: 6.472, 0min0sec 
Epoch 4 (batch = 38): Loss: -6.375 L: 6.461, 0min1sec 
Epoch 4 (batch = 39): Loss: -6.305 L: 6.449, 0min1sec 
Epoch 4 (batch = 40): Loss: -6.306 L: 6.445, 0min0sec 
Epoch 4 (batch = 41): Loss: -6.231 L: 6.431, 0min0sec 
Epoch 4 (batch = 42): Loss: -6.148 L: 6.427, 0min0sec 
Epoch 4 (batch = 43): Loss: -6.120 L: 6.421, 0min0sec 
Epoch 4 (batch = 44): Loss: -6.110 L: 6.412, 0min1sec 
Epoch 4 (batch = 45): Loss: -6.048 L: 6.404, 0min0sec 
Epoch 4 (batch = 46): Loss: -5.998 L: 6.402, 0min0sec 
Epoch 4 (batch = 47): Loss: -5.961 L: 6.394, 0min0sec 
Epoch 4 (batch = 48): Loss: -5.906 L: 6.382, 0min0sec 
Epoch 4 (batch = 49): Loss: -5.850 L: 6.377, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 4) 
Epoch 4 candidate mean 5.805699825286865, baseline mean 5.778200149536133 
Epoch 5 (batch = 0): Loss: -2.375 L: 5.461, 0min4sec 
Epoch 5 (batch = 1): Loss: -2.546 L: 5.625, 0min0sec 
Epoch 5 (batch = 2): Loss: -2.756 L: 5.779, 0min0sec 
Epoch 5 (batch = 3): Loss: -2.583 L: 5.729, 0min0sec 
Epoch 5 (batch = 4): Loss: -2.909 L: 5.781, 0min0sec 
Epoch 5 (batch = 5): Loss: -2.935 L: 5.840, 0min0sec 
Epoch 5 (batch = 6): Loss: -2.986 L: 5.852, 0min0sec 
Epoch 5 (batch = 7): Loss: -2.994 L: 5.834, 0min0sec 
Epoch 5 (batch = 8): Loss: -2.842 L: 5.837, 0min0sec 
Epoch 5 (batch = 9): Loss: -2.754 L: 5.820, 0min0sec 
Epoch 5 (batch = 10): Loss: -2.792 L: 5.835, 0min0sec 
Epoch 5 (batch = 11): Loss: -2.866 L: 5.841, 0min0sec 
Epoch 5 (batch = 12): Loss: -2.859 L: 5.852, 0min0sec 
Epoch 5 (batch = 13): Loss: -2.874 L: 5.856, 0min0sec 
Epoch 5 (batch = 14): Loss: -2.846 L: 5.848, 0min0sec 
Epoch 5 (batch = 15): Loss: -2.816 L: 5.844, 0min0sec 
Epoch 5 (batch = 16): Loss: -2.775 L: 5.844, 0min0sec 
Epoch 5 (batch = 17): Loss: -2.765 L: 5.841, 0min0sec 
Epoch 5 (batch = 18): Loss: -2.716 L: 5.843, 0min0sec 
Epoch 5 (batch = 19): Loss: -2.715 L: 5.838, 0min0sec 
Epoch 5 (batch = 20): Loss: -2.686 L: 5.835, 0min0sec 
Epoch 5 (batch = 21): Loss: -2.615 L: 5.822, 0min0sec 
Epoch 5 (batch = 22): Loss: -2.591 L: 5.828, 0min0sec 
Epoch 5 (batch = 23): Loss: -2.601 L: 5.833, 0min0sec 
Epoch 5 (batch = 24): Loss: -2.558 L: 5.832, 0min0sec 
Epoch 5 (batch = 25): Loss: -2.499 L: 5.828, 0min1sec 
Epoch 5 (batch = 26): Loss: -2.492 L: 5.833, 0min0sec 
Epoch 5 (batch = 27): Loss: -2.500 L: 5.833, 0min0sec 
Epoch 5 (batch = 28): Loss: -2.469 L: 5.841, 0min0sec 
Epoch 5 (batch = 29): Loss: -2.442 L: 5.839, 0min0sec 
Epoch 5 (batch = 30): Loss: -2.413 L: 5.831, 0min0sec 
Epoch 5 (batch = 31): Loss: -2.368 L: 5.820, 0min0sec 
Epoch 5 (batch = 32): Loss: -2.343 L: 5.821, 0min0sec 
Epoch 5 (batch = 33): Loss: -2.338 L: 5.811, 0min0sec 
Epoch 5 (batch = 34): Loss: -2.320 L: 5.802, 0min0sec 
Epoch 5 (batch = 35): Loss: -2.287 L: 5.796, 0min0sec 
Epoch 5 (batch = 36): Loss: -2.279 L: 5.797, 0min0sec 
Epoch 5 (batch = 37): Loss: -2.253 L: 5.780, 0min0sec 
Epoch 5 (batch = 38): Loss: -2.215 L: 5.778, 0min0sec 
Epoch 5 (batch = 39): Loss: -2.193 L: 5.774, 0min0sec 
Epoch 5 (batch = 40): Loss: -2.196 L: 5.772, 0min0sec 
Epoch 5 (batch = 41): Loss: -2.175 L: 5.767, 0min1sec 
Epoch 5 (batch = 42): Loss: -2.140 L: 5.763, 0min1sec 
Epoch 5 (batch = 43): Loss: -2.120 L: 5.768, 0min0sec 
Epoch 5 (batch = 44): Loss: -2.104 L: 5.760, 0min0sec 
Epoch 5 (batch = 45): Loss: -2.087 L: 5.755, 0min0sec 
Epoch 5 (batch = 46): Loss: -2.092 L: 5.754, 0min0sec 
Epoch 5 (batch = 47): Loss: -2.069 L: 5.750, 0min0sec 
Epoch 5 (batch = 48): Loss: -2.045 L: 5.747, 0min0sec 
Epoch 5 (batch = 49): Loss: -2.050 L: 5.747, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 5) 
Epoch 5 candidate mean 5.355199813842773, baseline mean 5.778200149536133 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 5) 
bl_vals = [7. 6. 6. ... 4. 4. 4.] ,means = 5.337299823760986 
Epoch 6 (batch = 0): Loss: -1.741 L: 5.719, 0min4sec 
Epoch 6 (batch = 1): Loss: -1.522 L: 5.730, 0min0sec 
Epoch 6 (batch = 2): Loss: -1.436 L: 5.521, 0min0sec 
Epoch 6 (batch = 3): Loss: -1.423 L: 5.508, 0min0sec 
Epoch 6 (batch = 4): Loss: -1.454 L: 5.519, 0min0sec 
Epoch 6 (batch = 5): Loss: -1.363 L: 5.547, 0min0sec 
Epoch 6 (batch = 6): Loss: -1.416 L: 5.567, 0min0sec 
Epoch 6 (batch = 7): Loss: -1.354 L: 5.589, 0min0sec 
Epoch 6 (batch = 8): Loss: -1.284 L: 5.548, 0min0sec 
Epoch 6 (batch = 9): Loss: -1.388 L: 5.590, 0min0sec 
Epoch 6 (batch = 10): Loss: -1.330 L: 5.571, 0min0sec 
Epoch 6 (batch = 11): Loss: -1.264 L: 5.572, 0min0sec 
Epoch 6 (batch = 12): Loss: -1.245 L: 5.562, 0min0sec 
Epoch 6 (batch = 13): Loss: -1.251 L: 5.546, 0min0sec 
Epoch 6 (batch = 14): Loss: -1.241 L: 5.560, 0min0sec 
Epoch 6 (batch = 15): Loss: -1.247 L: 5.551, 0min0sec 
Epoch 6 (batch = 16): Loss: -1.231 L: 5.552, 0min0sec 
Epoch 6 (batch = 17): Loss: -1.194 L: 5.547, 0min0sec 
Epoch 6 (batch = 18): Loss: -1.187 L: 5.549, 0min0sec 
Epoch 6 (batch = 19): Loss: -1.181 L: 5.559, 0min0sec 
Epoch 6 (batch = 20): Loss: -1.164 L: 5.583, 0min0sec 
Epoch 6 (batch = 21): Loss: -1.183 L: 5.589, 0min0sec 
Epoch 6 (batch = 22): Loss: -1.144 L: 5.594, 0min0sec 
Epoch 6 (batch = 23): Loss: -1.115 L: 5.584, 0min0sec 
Epoch 6 (batch = 24): Loss: -1.091 L: 5.564, 0min0sec 
Epoch 6 (batch = 25): Loss: -1.072 L: 5.560, 0min0sec 
Epoch 6 (batch = 26): Loss: -1.040 L: 5.557, 0min0sec 
Epoch 6 (batch = 27): Loss: -1.029 L: 5.548, 0min0sec 
Epoch 6 (batch = 28): Loss: -1.022 L: 5.557, 0min0sec 
Epoch 6 (batch = 29): Loss: -0.999 L: 5.552, 0min0sec 
Epoch 6 (batch = 30): Loss: -1.001 L: 5.551, 0min0sec 
Epoch 6 (batch = 31): Loss: -1.006 L: 5.547, 0min0sec 
Epoch 6 (batch = 32): Loss: -1.019 L: 5.555, 0min0sec 
Epoch 6 (batch = 33): Loss: -1.002 L: 5.543, 0min0sec 
Epoch 6 (batch = 34): Loss: -0.985 L: 5.537, 0min0sec 
Epoch 6 (batch = 35): Loss: -0.976 L: 5.539, 0min0sec 
Epoch 6 (batch = 36): Loss: -0.962 L: 5.537, 0min0sec 
Epoch 6 (batch = 37): Loss: -0.949 L: 5.538, 0min0sec 
Epoch 6 (batch = 38): Loss: -0.946 L: 5.541, 0min1sec 
Epoch 6 (batch = 39): Loss: -0.920 L: 5.535, 0min1sec 
Epoch 6 (batch = 40): Loss: -0.924 L: 5.534, 0min0sec 
Epoch 6 (batch = 41): Loss: -0.880 L: 5.530, 0min1sec 
Epoch 6 (batch = 42): Loss: -0.837 L: 5.527, 0min1sec 
